1,1,1
2,1,14
3,1,18
4,2,4
5,2,6
6,2,7
7,3,6
8,3,7
9,3,18
10,4,4
11,4,7
12,4,12
13,5,2
14,5,8
15,5,9
16,6,1
17,6,2
18,6,16
19,7,6
20,7,7
21,8,1
22,8,2
23,8,7
24,9,1
25,9,2
26,9,9
27,10,1
28,10,2
29,10,7
30,11,5
31,11,7
32,11,15
33,12,7
34,12,14
35,12,16
36,13,6
37,13,7
38,13,14
39,14,7
40,14,15
41,14,18
42,15,1
43,15,11
44,15,16
45,16,2
46,16,5
47,16,8
48,17,3
49,17,2
50,17,5
51,18,6
52,18,7
53,19,6
54,19,7
55,19,18
56,20,7
57,20,11
58,20,16
59,21,11
60,21,14
61,22,7
62,22,12
63,23,3
64,23,2
65,23,5
66,24,1
67,24,6
68,24,14
69,25,5
70,25,6
71,25,13
72,26,5
73,26,15
74,27,1
75,27,2
76,27,5
77,28,11
78,28,14
79,28,18
80,29,7
81,29,14
82,29,18
83,30,1
84,30,2
85,30,5
86,31,3
87,31,2
88,31,8
89,32,5
90,32,7
91,32,15
92,33,7
93,33,15
94,34,1
95,34,7
96,34,16
97,35,5
98,35,7
99,36,5
100,36,7
101,36,15
102,37,1
103,37,2
104,37,16
105,38,1
106,38,7
107,38,10
108,39,5
109,39,15
110,40,1
111,40,2
112,40,16
113,41,5
114,41,7
115,41,15
116,42,6
117,42,18
118,43,7
119,43,14
120,43,15
121,44,1
122,44,11
123,44,16
124,45,5
125,45,9
126,46,5
127,46,7
128,46,15
129,47,1
130,47,2
131,47,9
132,48,6
133,48,7
134,48,18
135,49,1
136,49,2
137,49,18
138,50,5
139,50,15
140,51,7
141,51,15
142,52,1
143,52,2
144,52,18
145,53,3
146,53,2
147,53,7
148,54,1
149,54,2
150,54,7
151,55,6
152,55,7
153,55,18
154,56,6
155,56,14
156,56,18
157,57,7
158,57,18
159,58,1
160,58,2
161,58,9
162,59,5
163,59,7
164,59,15
165,60,4
166,60,7
167,60,15
168,61,2
169,61,5
170,61,8
171,62,1
172,62,6
173,62,18
174,63,11
175,64,11
176,64,18
177,65,7
178,66,2
179,66,5
180,66,8
181,67,5
182,67,15
183,68,1
184,68,7
185,68,18
186,69,7
187,69,8
188,69,17
189,70,5
190,70,7
191,70,15
192,71,7
193,72,6
194,72,7
195,72,15
196,73,7
197,73,9
198,73,11
199,74,5
200,75,5
201,75,6
202,75,7
203,76,6
204,76,7
205,76,14
206,77,5
207,77,8
208,77,9
209,78,7
210,79,5
211,79,7
212,80,1
213,80,11
214,80,18
215,81,4
216,81,5
217,81,6
218,82,6
219,82,7
220,82,18
221,83,5
222,83,15
223,84,5
224,84,15
225,85,1
226,85,2
227,85,5
228,86,7
229,86,15
230,86,17
231,87,5
232,88,6
233,88,7
234,88,18
235,89,1
236,89,6
237,89,7
238,90,7
239,90,14
240,90,15
241,91,7
242,91,10
243,91,18
244,92,7
245,92,14
246,92,15
247,93,5
248,93,7
249,93,15
250,94,7
251,94,19
252,95,6
253,95,7
254,95,14
255,96,1
256,96,2
257,96,5
258,97,3
259,97,2
260,97,5
261,98,7
262,98,15
263,99,4
264,99,6
265,99,7
266,100,1
267,100,6
268,100,7
269,101,7
270,101,11
271,101,14
272,102,7
273,103,5
274,103,7
275,103,11
276,104,5
277,104,7
278,105,4
279,105,5
280,105,7
281,106,2
282,106,5
283,106,8
284,107,7
285,107,8
286,107,9
287,108,5
288,108,9
289,108,11
290,109,1
291,109,5
292,110,1
293,110,2
294,110,11
295,111,5
296,111,7
297,111,15
298,112,6
299,112,7
300,113,5
301,113,7
302,113,15
303,114,1
304,114,5
305,114,16
306,115,11
307,115,14
308,115,16
309,116,4
310,116,7
311,117,6
312,117,7
313,117,14
314,118,5
315,118,15
316,119,2
317,119,7
318,119,15
319,120,2
320,120,5
321,120,7
322,121,5
323,121,7
324,121,15
325,122,6
326,122,7
327,122,18
328,123,5
329,124,5
330,124,7
331,124,9
332,125,7
333,125,15
334,126,5
335,126,15
336,127,5
337,127,6
338,127,7
339,128,6
340,128,18
341,129,5
342,129,7
343,129,16
344,130,7
345,131,11
346,131,18
347,132,1
348,132,6
349,132,7
350,133,1
351,133,7
352,133,19
353,134,11
354,135,5
355,135,7
356,136,5
357,136,7
358,136,15
359,137,7
360,137,8
361,138,7
362,138,13
363,138,15
364,139,1
365,139,5
366,139,16
367,140,7
368,140,18
369,141,4
370,141,7
371,142,4
372,142,6
373,142,7
374,143,1
375,143,6
376,143,7
377,144,1
378,144,5
379,145,5
380,145,7
381,146,7
382,146,15
383,147,7
384,147,11
385,147,19
386,148,3
387,148,2
388,148,8
389,149,6
390,149,7
391,149,18
392,150,1
393,150,2
394,150,7
395,151,1
396,151,5
397,151,18
398,152,3
399,152,5
400,152,13
401,153,5
402,154,1
403,154,7
404,154,18
405,155,7
406,155,14
407,155,18
408,156,2
409,156,5
410,156,8
411,157,6
412,157,7
413,157,14
414,158,3
415,158,2
416,158,5
417,159,1
418,159,2
419,159,5
420,160,7
421,160,15
422,161,5
423,161,6
424,161,13
425,162,7
426,162,18
427,163,7
428,164,5
429,164,6
430,164,18
431,165,7
432,165,9
433,165,14
434,166,1
435,166,16
436,166,17
437,167,5
438,167,12
439,168,5
440,168,7
441,168,17
442,169,1
443,169,11
444,169,14
445,170,5
446,170,7
447,170,15
448,171,7
449,171,15
450,171,18
451,172,5
452,172,15
453,173,6
454,173,7
455,173,14
456,174,7
457,175,7
458,175,15
459,175,18
460,176,7
461,176,14
