0,Title,Release Date,Duration,Gross
1361,Vantage Point,2008,90,$72.27M
1362,Deception,2008,107,$4.60M
1363,The Rocker,2008,102,$6.41M
1364,The X Files: I Want to Believe,2008,104,$20.98M
1365,Babylon A.D.,2008,90,$22.53M
1366,Nights and Weekends,2008,80,$0.00M
1367,Love Exposure,2008,237,
1368,Extreme Movie,2008,86,
1369,Little Ashes,2008,112,$0.48M
1370,The Burning Plain,2008,107,$0.20M
1371,W.,2008,129,$25.53M
1372,Zombie Strippers!,2008,94,
1373,The Poker House,2008,93,
1374,Ghajini,2008,186,$2.43M
1375,Cadillac Records,2008,109,$8.20M
1376,Lakeview Terrace,2008,110,$39.26M
1377,The Red Baron,2008,106,$0.04M
1378,Jodhaa Akbar,2008,213,$3.44M
1379,Meet Dave,2008,90,$11.80M
1380,The Baader Meinhof Complex,2008,150,$0.48M
1381,Beverly Hills Chihuahua,2008,91,$94.51M
1382,Service,2008,87,$0.06M
1383,Welcome to the Sticks,2008,106,$1.48M
1384,Surfer  Dude,2008,85,$0.04M
1385,New York  I Love You,2008,103,$1.59M
1386,Drillbit Taylor,2008,110,$32.85M
1387,Easy Virtue,2008,97,$2.66M
1388,Departures,2008,130,$1.50M
1389,The Women,2008,114,$26.90M
1390,The Hottie & the Nottie,2008,91,$0.03M
1391,The Good the Bad the Weird,2008,130,$0.13M
1392,Deadgirl,2008,101,
1393,Happy-Go-Lucky,2008,118,$3.49M
1394,The Tale of Despereaux,2008,93,$50.88M
1395,Nights in Rodanthe,2008,97,$41.85M
1396,Four Christmases,2008,88,$120.15M
1397,Killer Bean Forever,2008,85,
1398,Open Season 2,2008,76,
1399,The Informers,2008,98,$0.30M
1400,The Stoning of Soraya M.,2008,114,$0.66M
1401,Avatar,2009,162,$760.51M
1402,Inglourious Basterds,2009,153,$120.54M
1403,The Hangover,2009,100,$277.32M
1404,Up in the Air,2009,109,$83.82M
1405,The Human Centipede (First Sequence),2009,92,$0.18M
1406,Zombieland,2009,88,$75.59M
1407,Harry Potter and the Half-Blood Prince,2009,153,$301.96M
1408,The Blind Side,2009,129,$255.96M
1409,Watchmen,2009,162,$107.51M
1410,Star Trek,2009,127,$257.73M
1411,Fantastic Mr. Fox,2009,87,$21.00M
1412,Coraline,2009,100,$75.29M
1413,Up,2009,96,$293.00M
1414,Brothers,2009,105,$28.50M
1415,Jennifer's Body,2009,102,$16.20M
1416,500 Days of Summer,2009,95,$32.39M
1417,Fast & Furious,2009,107,$155.06M
1418,2012,2009,158,$166.11M
1419,Knowing,2009,121,$79.96M
1420,3 Idiots,2009,170,$6.53M
1421,Sherlock Holmes,2009,128,$209.03M
1422,Orphan,2009,123,$41.60M
1423,He's Just Not That Into You,2009,129,$93.95M
1424,X-Men Origins: Wolverine,2009,107,$179.88M
1425,The Proposal,2009,108,$163.96M
1426,District 9,2009,112,$115.65M
1427,Antichrist,2009,108,$0.40M
1428,Mr. Nobody,2009,141,$0.00M
1429,Drag Me to Hell,2009,99,$42.10M
1430,The Lovely Bones,2009,135,$43.82M
1431,Case 39,2009,109,$13.25M
1432,Dogtooth,2009,97,$0.11M
1433,The Princess and the Frog,2009,97,$104.40M
1434,Law Abiding Citizen,2009,109,$73.34M
1435,Splice,2009,104,$17.00M
1436,The Girl with the Dragon Tattoo,2009,152,$10.10M
1437,Transformers: Revenge of the Fallen,2009,149,$402.11M
1438,Enter the Void,2009,161,$0.34M
1439,G.I. Joe: The Rise of Cobra,2009,118,$152.27M
1440,Dragonball Evolution,2009,85,$9.35M
1441,Hachi: A Dog's Tale,2009,93,
1442,Moon,2009,97,$5.01M
1443,Push,2009,111,$31.81M
1444,The Road,2009,111,$0.06M
1445,The Secret in Their Eyes,2009,129,$6.39M
1446,The Last House on the Left,2009,110,$32.75M
1447,My Sister's Keeper,2009,109,$49.20M
1448,I Love You  Man,2009,105,$71.44M
1449,Terminator Salvation,2009,115,$125.32M
1450,Cloudy with a Chance of Meatballs,2009,90,$124.87M
1451,Couples Retreat,2009,113,$109.21M
1452,Public Enemies,2009,140,$97.10M
1453,Friday the 13th,2009,97,$65.00M
1454,Angels & Demons,2009,138,$133.38M
1455,A Serious Man,2009,106,$9.19M
1456,Triangle,2009,99,
1457,The Final Destination,2009,82,$66.48M
1458,Surrogates,2009,89,$38.58M
1459,Chloe,2009,96,$3.07M
1460,Julie & Julia,2009,123,$94.13M
1461,The Twilight Saga: New Moon,2009,130,$296.62M
1462,Adventureland,2009,107,$16.03M
1463,Precious,2009,110,$47.57M
1464,Pandorum,2009,108,$10.33M
1465,The Perfect Game,2009,118,$1.09M
1466,Night at the Museum: Battle of the Smithsonian,2009,105,$177.24M
1467,Exam,2009,101,
1468,Nine,2009,118,$24.00M
1469,Monsters vs. Aliens,2009,94,$198.35M
1470,Brüno,2009,81,$60.05M
1471,17 Again,2009,102,$64.17M
1472,The Invention of Lying,2009,100,$18.44M
1473,Year One,2009,97,$43.34M
1474,9,2009,79,$31.74M
1475,The Imaginarium of Doctor Parnassus,2009,123,$7.69M
1476,Dorian Gray,2009,112,
1477,Invictus,2009,134,$37.49M
1478,The Taking of Pelham 123,2009,106,$65.45M
1479,Land of the Lost,2009,102,$49.44M
1480,The Collector,2009,90,$7.71M
1481,The Ugly Truth,2009,96,$88.92M
1482,I Love You  Beth Cooper,2009,102,$14.79M
1483,Gamer,2009,95,$20.49M
1484,The Boondock Saints II: All Saints Day,2009,118,$10.27M
1485,The Stepfather,2009,101,$29.06M
1486,State of Play,2009,127,$37.02M
1487,Bride Wars,2009,89,$58.72M
1488,It's Complicated,2009,120,$112.74M
1489,The House of the Devil,2009,95,$0.10M
1490,The Box,2009,115,$15.05M
1491,The Time Traveler's Wife,2009,107,$63.41M
1492,Crank: High Voltage,2009,96,$13.63M
1493,The Bad Lieutenant: Port of Call - New Orleans,2009,122,$1.70M
1494,Mary and Max,2009,92,
1495,Obsessed,2009,108,$68.26M
1496,Hannah Montana: The Movie,2009,102,$79.57M
1497,The Uninvited,2009,87,$28.57M
1498,Saw VI,2009,90,$27.69M
1499,Agora,2009,127,$0.62M
1500,An Education,2009,100,$12.57M
1501,Ice Age: Dawn of the Dinosaurs,2009,94,$196.57M
1502,Paper Man,2009,110,$0.02M
1503,A Single Man,2009,99,$9.17M
1504,Mother,2009,129,$0.55M
1505,Whip It,2009,111,$13.04M
1506,Crazy Heart,2009,112,$39.46M
1507,In the Loop,2009,106,$2.38M
1508,Underworld: Rise of the Lycans,2009,92,$45.80M
1509,Paul Blart: Mall Cop,2009,91,$20.82M
1510,Melancholie der Engel,2009,158,
1511,The Boat That Rocked,2009,117,$7.99M
1512,Notorious,2009,122,$36.84M
1513,The Unborn,2009,88,$42.67M
1514,Fanboys,2009,90,$0.69M
1515,Sorority Row,2009,101,$11.96M
1516,Funny People,2009,146,$51.86M
1517,The Soloist,2009,117,$31.67M
1518,Thirst,2009,134,$0.30M
1519,Alvin and the Chipmunks: The Squeakquel,2009,88,$219.61M
1520,Brooklyn's Finest,2009,132,$27.15M
1521,The Goods: Live Hard  Sell Hard,2009,89,$15.10M
1522,The Fourth Kind,2009,98,$25.46M
1523,The Loved Ones,2009,84,
1524,I Love You Phillip Morris,2009,98,$2.04M
1525,The Young Victoria,2009,105,$11.00M
1526,A Perfect Getaway,2009,98,$15.48M
1527,Miss March,2009,90,$4.54M
1528,Where the Wild Things Are,2009,101,$77.23M
1529,Race to Witch Mountain,2009,98,$67.17M
1530,My Bloody Valentine,2009,101,$51.55M
1531,Ninja Assassin,2009,99,$38.11M
1532,Nowhere Boy,2009,98,$1.45M
1533,A Prophet,2009,155,$2.08M
1534,Fired Up!,2009,90,$17.23M
1535,Spread,2009,97,$0.25M
1536,Fish Tank,2009,123,$0.37M
1537,Street Fighter: The Legend of Chun-Li,2009,96,$8.74M
1538,Confessions of a Shopaholic,2009,104,$44.28M
1539,Daybreakers,2009,98,$30.10M
1540,The Girl Who Played with Fire,2009,129,$9.08M
1541,Redline,2009,102,
1542,Ricky,2009,89,$0.00M
1543,Astro Boy,2009,94,$19.55M
1544,Cirque du Freak: The Vampire's Assistant,2009,109,$14.05M
1545,The Descent: Part 2,2009,94,
1546,My Life in Ruins,2009,95,$8.66M
1547,Ghosts of Girlfriends Past,2009,100,$55.25M
1548,The Men Who Stare at Goats,2009,94,$32.43M
1549,G-Force,2009,88,$119.44M
1550,Valhalla Rising,2009,93,$0.02M
1551,After.Life,2009,104,$0.11M
1552,Carriers,2009,84,$0.09M
1553,Sex  Party & Lies,2009,107,
1554,Black Dynamite,2009,84,$0.23M
1555,Extract,2009,92,$10.81M
1556,The White Ribbon,2009,144,$2.22M
1557,Halloween II,2009,105,$33.39M
1558,I Am Love,2009,120,$5.01M
1559,Harry Brown,2009,103,$1.82M
1560,The Pink Panther 2,2009,92,$35.92M
1561,Whatever Works,2009,93,$5.31M
1562,Solomon Kane,2009,104,
1563,Youth in Revolt,2009,90,$15.28M
1564,The International,2009,118,$25.45M
1565,A Christmas Carol,2009,96,$137.86M
1566,Bright Star,2009,119,$4.44M
1567,Blood and Bone,2009,93,
1568,The Haunting in Connecticut,2009,92,$55.39M
1569,Vampire Killers,2009,86,
1570,The Rebound,2009,95,
1571,All About Steve,2009,99,$33.86M
1572,The Joneses,2009,96,$1.47M
1573,Dead Snow,2009,91,$0.04M
1574,The Girl Who Kicked the Hornet's Nest,2009,147,$5.43M
1575,Madea Goes to Jail,2009,103,$90.49M
1576,S. Darko,2009,103,
1577,The Slammin' Salmon,2009,99,$0.04M
1578,From Beginning to End,2009,94,
1579,Duplicity,2009,125,$40.57M
1580,My One and Only,2009,108,$2.48M
1581,The Informant!,2009,108,$33.31M
1582,Away We Go,2009,98,$9.45M
1583,Crossing Over,2009,113,$0.45M
1584,Women in Trouble,2009,92,
1585,Stan Helsing,2009,108,
1586,Did You Hear About the Morgans?,2009,103,$29.58M
1587,In the Electric Mist,2009,117,
1588,Grotesque,2009,73,
1589,Public Sex,2009,108,
1590,Cracks,2009,104,$0.02M
1591,Rampage,2009,85,
1592,The Secret of Kells,2009,75,$0.69M
1593,I Can Do Bad All by Myself,2009,113,$51.73M
1594,Celda 211,2009,113,
1595,The Girlfriend Experience,2009,77,$0.70M
1596,Hotel for Dogs,2009,100,$73.03M
1597,Eloïse's Lover,2009,92,
1598,Horsemen,2009,90,
1599,World's Greatest Dad,2009,99,$0.22M
1600,Powder Blue,2009,106,
1601,Inception,2010,148,$292.58M
1602,A Serbian Film,2010,104,
1603,Scott Pilgrim vs. the World,2010,112,$31.49M
1604,Black Swan,2010,108,$106.95M
1605,Shutter Island,2010,138,$128.01M
1606,Knight and Day,2010,109,$76.42M
1607,The Town,2010,125,$92.19M
1608,Easy A,2010,92,$58.40M
1609,Harry Potter and the Deathly Hallows: Part 1,2010,146,$295.98M
1610,Percy Jackson & the Olympians: The Lightning Thief,2010,118,$88.76M
1611,How to Train Your Dragon,2010,98,$217.58M
1612,The Expendables,2010,103,$103.07M
1613,The Social Network,2010,120,$96.96M
1614,Alice in Wonderland,2010,108,$334.19M
1615,Grown Ups,2010,102,$162.00M
1616,Kick-Ass,2010,117,$48.07M
1617,Room in Rome,2010,107,
1618,Tangled,2010,100,$200.82M
1619,TRON: Legacy,2010,125,$172.06M
1620,Robin Hood,2010,140,$105.27M
1621,Despicable Me,2010,95,$251.51M
1622,Blue Valentine,2010,112,$9.74M
1623,Insidious,2010,103,$54.01M
1624,The Other Guys,2010,107,$119.22M
1625,RED,2010,111,$90.38M
1626,I Spit on Your Grave,2010,108,$0.09M
1627,Love & Other Drugs,2010,112,$32.37M
1628,Incendies,2010,131,$6.86M
1629,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,113,$104.39M
1630,Clash of the Titans,2010,106,$163.21M
1631,Toy Story 3,2010,103,$415.00M
1632,Centurion,2010,97,$0.12M
1633,Shrek Forever After,2010,95,$238.37M
1634,Burlesque,2010,119,$39.44M
1635,Iron Man 2,2010,124,$312.43M
1636,I Saw the Devil,2010,144,$0.13M
1637,Piranha 3D,2010,88,$25.00M
1638,True Grit,2010,110,$171.24M
1639,The Fighter,2010,116,$93.62M
1640,Diary of a Wimpy Kid,2010,94,$64.00M
1641,The King's Speech,2010,118,$138.80M
1642,Frozen,2010,93,$0.24M
1643,Legion,2010,100,$40.17M
1644,The A-Team,2010,117,$77.22M
1645,Tucker and Dale vs Evil,2010,89,$0.22M
1646,The Last Airbender,2010,103,$131.56M
1647,The Book of Eli,2010,118,$94.84M
1648,The Way,2010,123,$4.43M
1649,Eat Pray Love,2010,133,$80.57M
1650,The Karate Kid,2010,140,$176.59M
1651,Prince of Persia: The Sands of Time,2010,116,$90.76M
1652,Hot Tub Time Machine,2010,101,$50.29M
1653,Megamind,2010,95,$148.42M
1654,The Housemaid,2010,107,$0.15M
1655,The Next Three Days,2010,133,$21.15M
1656,Never Let Me Go,2010,103,$2.43M
1657,Flipped,2010,90,$1.75M
1658,127 Hours,2010,94,$18.34M
1659,Faster,2010,98,$23.24M
1660,The Twilight Saga: Eclipse,2010,124,$300.53M
1661,Leap Year,2010,100,$25.92M
1662,Remember Me,2010,113,$19.07M
1663,Four Lions,2010,97,$0.30M
1664,How Do You Know,2010,121,$30.21M
1665,She's Out of My League,2010,104,$31.58M
1666,Let Me In,2010,116,$12.13M
1667,Unstoppable,2010,98,$81.56M
1668,The Sorcerer's Apprentice,2010,109,$63.15M
1669,Date Night,2010,88,$98.71M
1670,Machete,2010,105,$26.59M
1671,Predators,2010,107,$52.00M
1672,The Tourist,2010,103,$67.63M
1673,Winter's Bone,2010,100,$6.53M
1674,Saw 3D,2010,90,$45.71M
1675,The Way Back,2010,133,$2.70M
1676,The American,2010,105,$35.61M
1677,Resident Evil: Afterlife,2010,96,$60.13M
1678,Rabbit Hole,2010,91,$2.23M
1679,Super,2010,96,$0.32M
1680,Devil,2010,80,$33.58M
1681,The Runaways,2010,106,$3.57M
1682,The Crazies,2010,101,$39.12M
1683,A Nightmare on Elm Street,2010,95,$63.08M
1684,Salt,2010,100,$118.31M
1685,The Ghost Writer,2010,128,$15.54M
1686,The Clinic,2010,94,
1687,Monsters,2010,94,$0.24M
1688,Letters to Juliet,2010,105,$53.03M
1689,Takers,2010,107,$57.74M
1690,Get Him to the Greek,2010,109,$60.97M
1691,The Secret World of Arrietty,2010,94,$19.20M
1692,Dear John,2010,108,$80.01M
1693,The Losers,2010,97,$23.58M
1694,Greenberg,2010,107,$4.22M
1695,Womb,2010,111,
1696,Dinner for Schmucks,2010,114,$73.03M
1697,Unthinkable,2010,97,
1698,Sex and the City 2,2010,146,$95.35M
1699,Valentine's Day,2010,125,$110.49M
1700,Buried,2010,95,$1.03M
1701,The Back-up Plan,2010,104,$37.49M
1702,The Switch,2010,101,$27.76M
1703,Due Date,2010,95,$100.54M
1704,Bereavement,2010,103,
1705,Nanny McPhee Returns,2010,109,$29.20M
1706,The Man from Nowhere,2010,119,$0.01M
1707,Gulliver's Travels,2010,85,$42.78M
1708,The Bounty Hunter,2010,110,$67.06M
1709,Submarine,2010,97,$0.47M
1710,Marmaduke,2010,87,$33.64M
1711,Troll Hunter,2010,103,$0.25M
1712,Birdemic: Shock and Terror,2010,105,
1713,Last Night,2010,93,$0.10M
1714,Three Steps Above Heaven,2010,118,
1715,All Good Things,2010,101,$0.58M
1716,The Last Song,2010,107,$62.95M
1717,13,2010,91,
1718,Animal Kingdom,2010,113,$1.04M
1719,Confessions,2010,106,
1720,Killers,2010,100,$47.06M
1721,Boy,2010,87,$0.26M
1722,Elena Undone,2010,111,
1723,London Boulevard,2010,103,$0.01M
1724,Rubber,2010,82,$0.10M
1725,Secretariat,2010,123,$59.71M
1726,Meek's Cutoff,2010,104,$0.98M
1727,Death at a Funeral,2010,92,$42.74M
1728,Ip Man 2,2010,108,$0.21M
1729,13 Assassins,2010,141,$0.80M
1730,Come Undone,2010,126,
1731,Skyline,2010,92,$21.37M
1732,It's Kind of a Funny Story,2010,101,$6.35M
1733,Tekken,2010,92,
1734,You Again,2010,105,$25.70M
1735,The Wolfman,2010,103,$61.98M
1736,From Paris with Love,2010,92,$23.98M
1737,Cop Out,2010,107,$44.88M
1738,The Spy Next Door,2010,94,$24.27M
1739,Legend of the Guardians: The Owls of Ga'Hoole,2010,97,$55.68M
1740,Tooth Fairy,2010,101,$60.02M
1741,Life as We Know It,2010,114,$53.37M
1742,My Name Is Khan,2010,165,$4.02M
1743,Wall Street: Money Never Sleeps,2010,133,$52.47M
1744,Edge of Darkness,2010,117,$43.31M
1745,The Kids Are All Right,2010,106,$20.81M
1746,Little Fockers,2010,98,$148.38M
1747,Beyond the Black Rainbow,2010,110,$0.06M
1748,Hereafter,2010,129,$32.75M
1749,Black Death,2010,102,$0.02M
1750,Elektra Luxx,2010,100,$0.01M
1751,Paranormal Activity 2,2010,91,$84.75M
1752,Ramona and Beezus,2010,103,$26.16M
1753,Dirty Girl,2010,90,$0.05M
1754,Beginners,2010,105,$5.79M
1755,I'm Still Here,2010,108,$0.41M
1756,Somewhere,2010,97,$1.77M
1757,The Reef,2010,94,
1758,Biutiful,2010,148,$5.10M
1759,When in Rome,2010,91,$32.67M
1760,Jonah Hex,2010,81,$10.54M
1761,Morning Glory,2010,107,$31.01M
1762,The Last Circus,2010,107,$0.04M
1763,The Ward,2010,89,
1764,Wild Target,2010,98,$0.12M
1765,Green Zone,2010,115,$35.05M
1766,Charlie St. Cloud,2010,99,$31.16M
1767,Trust,2010,106,$0.12M
1768,MacGruber,2010,90,$8.46M
1769,The Killer Inside Me,2010,109,$0.21M
1770,The Last Exorcism,2010,87,$41.03M
1771,Extraordinary Measures,2010,106,$11.85M
1772,Repo Men,2010,111,$13.79M
1773,You Will Meet a Tall Dark Stranger,2010,98,$3.25M
1774,The Company Men,2010,104,$4.44M
1775,Hell,2010,149,
1776,From Me to You,2010,128,
1777,For Colored Girls,2010,133,$37.72M
1778,Rare Exports,2010,84,$0.26M
1779,Going the Distance,2010,102,$17.80M
1780,Bloomington,2010,83,
1781,The Debt,2010,113,$31.18M
1782,The Experiment,2010,96,
1783,Step Up 3D,2010,107,$42.40M
1784,Vampires Suck,2010,82,$36.66M
1785,Tomorrow  When the War Began,2010,104,
1786,The Servant,2010,124,
1787,Vanishing on 7th Street,2010,92,$0.02M
1788,The Whistleblower,2010,112,$1.12M
1789,Fair Game,2010,108,$9.53M
1790,Slow Torture Puke Chamber,2010,77,
1791,Furry Vengeance,2010,92,$17.60M
1792,Bedevilled,2010,115,
1793,Four Lovers,2010,103,
1794,Country Strong,2010,117,$20.22M
1795,Yogi Bear,2010,80,$100.25M
1796,Don't Be Afraid of the Dark,2010,99,$24.04M
1797,Good Neighbours,2010,99,$0.01M
1798,Leap Year,2010,94,
1799,The Perfect Host,2010,93,$0.05M
1800,Tamara Drewe,2010,107,$0.56M
1801,Super 8,2011,112,$127.00M
1802,The Help,2011,146,$169.71M
1803,The Thing,2011,103,$16.93M
1804,Hop,2011,95,$108.09M
1805,Drive,2011,100,$35.06M
1806,Harry Potter and the Deathly Hallows: Part 2,2011,130,$381.01M
1807,Moneyball,2011,133,$75.61M
1808,Just Go with It,2011,117,$103.03M
1809,Scream 4,2011,111,$38.18M
1810,Rise of the Planet of the Apes,2011,105,$176.76M
1811,Crazy  Stupid  Love.,2011,118,$84.35M
1812,Sleeping Beauty,2011,101,$0.04M
1813,Puss in Boots,2011,90,$149.26M
1814,The Intouchables,2011,112,$13.18M
1815,Detachment,2011,98,$0.07M
1816,The Girl with the Dragon Tattoo,2011,158,$102.52M
1817,Bridesmaids,2011,125,$169.11M
1818,The Cabin in the Woods,2011,95,$42.07M
1819,Captain America: The First Avenger,2011,124,$176.65M
1820,Mission: Impossible - Ghost Protocol,2011,132,$209.40M
1821,Your Highness,2011,102,$21.60M
1822,Friends with Benefits,2011,109,$55.80M
1823,Megan Is Missing,2011,85,
1824,X: First Class,2011,131,$146.41M
1825,In Time,2011,109,$37.52M
1826,Thor,2011,115,$181.03M
1827,Rio,2011,96,$143.62M
1828,Margin Call,2011,107,$5.35M
1829,Pirates of the Caribbean: On Stranger Tides,2011,136,$241.06M
1830,Drive Angry,2011,104,$10.71M
1831,Warrior,2011,140,$13.66M
1832,Tinker Tailor Soldier Spy,2011,127,$24.15M
1833,Horrible Bosses,2011,98,$117.54M
1834,The Three Musketeers,2011,110,$20.38M
1835,Midnight in Paris,2011,94,$56.82M
1836,The Raid: Redemption,2011,101,$4.11M
1837,Shame,2011,101,$4.00M
1838,Limitless,2011,105,$79.25M
1839,Immortals,2011,110,$83.50M
1840,Rango,2011,107,$123.48M
1841,Sucker Punch,2011,110,$36.39M
1842,Desire,2011,103,
1843,No Strings Attached,2011,108,$70.66M
1844,The Hangover Part II,2011,102,$254.46M
1845,The Grey,2011,117,$51.58M
1846,The Change-Up,2011,112,$37.24M
1847,The Skin I Live In,2011,120,$3.19M
1848,Paul,2011,104,$37.41M
1849,Cars 2,2011,106,$191.45M
1850,Fast Five,2011,130,$209.84M
1851,We Need to Talk About Kevin,2011,112,$1.74M
1852,Real Steel,2011,127,$85.47M
1853,Colombiana,2011,108,$36.67M
1854,One Day,2011,107,$13.84M
1855,Melancholia,2011,135,$3.03M
1856,Sherlock Holmes: A Game of Shadows,2011,129,$186.85M
1857,Source Code,2011,93,$54.71M
1858,Ghost Rider: Spirit of Vengeance,2011,96,$51.77M
1859,Transformers: Dark of the Moon,2011,154,$352.39M
1860,We Bought a Zoo,2011,124,$75.62M
1861,Bad Teacher,2011,92,$100.29M
1862,The Human Centipede 2 (Full Sequence),2011,91,$0.12M
1863,Contagion,2011,106,$75.66M
1864,Conan the Barbarian,2011,113,$21.30M
1865,Hugo,2011,126,$73.86M
1866,Killer Joe,2011,102,$1.99M
1867,The Lincoln Lawyer,2011,118,$58.01M
1868,Green Lantern,2011,114,$116.60M
1869,The Best Exotic Marigold Hotel,2011,124,$46.41M
1870,The Adventures of Tintin,2011,107,$77.59M
1871,Johnny English Reborn,2011,101,$8.31M
1872,The Ides of March,2011,101,$40.96M
1873,The Tree of Life,2011,139,$13.30M
1874,Hanna,2011,111,$40.26M
1875,The Descendants,2011,115,$82.58M
1876,Footloose,2011,113,$51.80M
1877,The Guard,2011,96,$5.36M
1878,Final Destination 5,2011,92,$42.59M
1879,You're Next,2011,95,$18.47M
1880,Kung Fu Panda 2,2011,90,$165.25M
1881,A Separation,2011,123,$7.10M
1882,Tower Heist,2011,104,$78.05M
1883,The Adjustment Bureau,2011,106,$62.50M
1884,The Twilight Saga: Breaking Dawn - Part 1,2011,117,$281.29M
1885,I Am Number Four,2011,111,$55.10M
1886,Haywire,2011,93,$18.94M
1887,The Mechanic,2011,93,$29.12M
1888,Jane Eyre,2011,120,$11.24M
1889,The Inbetweeners,2011,97,$0.04M
1890,Hall Pass,2011,105,$45.06M
1891,Perfect Sense,2011,92,$0.00M
1892,Kiss Me,2011,105,
1893,The Artist,2011,100,$44.67M
1894,Hick,2011,99,
1895,A Dangerous Method,2011,99,$5.70M
1896,Cowboys & Aliens,2011,119,$100.24M
1897,The Muppets,2011,103,$88.63M
1898,Goon,2011,92,$4.17M
1899,Martha Marcy May Marlene,2011,102,$2.98M
1900,50/50,2011,100,$35.01M
1901,Fright Night,2011,106,$18.30M
1902,The Smurfs,2011,103,$142.61M
1903,The Hidden Face,2011,97,
1904,Battle Los Angeles,2011,116,$83.55M
1905,Take Shelter,2011,120,$1.73M
1906,Monte Carlo,2011,109,$23.19M
1907,Take This Waltz,2011,116,$1.24M
1908,Straw Dogs,2011,110,$10.32M
1909,Season of the Witch,2011,95,$24.83M
1910,Like Crazy,2011,86,$3.41M
1911,The Roommate,2011,91,$37.30M
1912,Bernie,2011,104,$9.20M
1913,Kill List,2011,95,$0.03M
1914,Now & Later,2011,99,$0.00M
1915,Sleep Tight,2011,102,
1916,Gnomeo & Juliet,2011,84,$99.97M
1917,War Horse,2011,146,$79.88M
1918,The Darkest Hour,2011,89,$21.43M
1919,Attack the Block,2011,88,$1.02M
1920,Zookeeper,2011,102,$80.36M
1921,Jack and Jill,2011,91,$74.16M
1922,Something Borrowed,2011,112,$39.05M
1923,Killer Elite,2011,116,$25.12M
1924,Soul Surfer,2011,112,$43.85M
1925,Another Earth,2011,92,$1.32M
1926,The Rite,2011,114,$33.05M
1927,The Snowtown Murders,2011,119,$0.01M
1928,Priest,2011,87,$29.14M
1929,Men in Hope,2011,115,
1930,Diary of a Wimpy Kid: Rodrick Rules,2011,99,$52.70M
1931,Blitz,2011,97,
1932,J. Edgar,2011,137,$37.31M
1933,Silenced,2011,125,
1934,Unknown,2011,113,$63.69M
1935,Wild Bill,2011,98,
1936,Headhunters,2011,100,$1.20M
1937,Spy Kids 4: All the Time in the World,2011,89,$38.54M
1938,Weekend,2011,97,$0.46M
1939,Young Adult,2011,94,$16.31M
1940,Coriolanus,2011,123,$0.76M
1941,Carnage,2011,80,$2.55M
1942,Grave Encounters,2011,92,
1943,Kill the Irishman,2011,106,$1.19M
1944,Winnie the Pooh,2011,63,$26.69M
1945,Water for Elephants,2011,120,$58.71M
1946,Courageous,2011,129,$34.52M
1947,The Green Hornet,2011,119,$98.78M
1948,Hobo with a Shotgun,2011,86,$0.70M
1949,Trespass,2011,91,$0.02M
1950,Wuthering Heights,2011,129,$0.10M
1951,The Rum Diary,2011,119,$13.10M
1952,30 Minutes or Less,2011,83,$37.05M
1953,House of Tolerance,2011,122,$0.02M
1954,Take Me Home Tonight,2011,97,$6.92M
1955,The Eagle,2011,114,$19.49M
1956,My Week with Marilyn,2011,99,$14.60M
1957,Shark Night,2011,90,$18.87M
1958,The Awakening,2011,102,
1959,Red State,2011,88,$1.10M
1960,Win Win,2011,106,$10.18M
1961,Zindagi Na Milegi Dobara,2011,155,$3.11M
1962,Mr. Popper's Penguins,2011,94,$68.22M
1963,What's Your Number?,2011,106,$14.01M
1964,10 Years,2011,100,$0.20M
1965,Red Riding Hood,2011,100,$37.66M
1966,Extremely Loud & Incredibly Close,2011,129,$31.85M
1967,The Divide,2011,112,$0.02M
1968,Beastly,2011,86,$27.87M
1969,Alvin and the Chipmunks: Chipwrecked,2011,87,$133.11M
1970,The Woman,2011,101,
1971,Machine Gun Preacher,2011,129,$0.54M
1972,The Big Year,2011,100,$7.20M
1973,From Up on Poppy Hill,2011,91,$1.00M
1974,The Bunny Game,2011,76,
1975,Uncle Kent,2011,72,
1976,Prom,2011,104,$10.13M
1977,The Devil's Double,2011,109,$1.36M
1978,Anonymous,2011,130,$4.46M
1979,Apollo 18,2011,86,$17.69M
1980,The Flowers of War,2011,146,$0.01M
1981,Elles,2011,99,$0.16M
1982,Ironclad,2011,121,
1983,Gokuraku Sento Busty Hot Water Momi,2011,60,
1984,The Iron Lady,2011,105,$30.02M
1985,Abduction,2011,106,$28.09M
1986,A Good Old Fashioned Orgy,2011,95,$0.15M
1987,Our Idiot Brother,2011,90,$24.81M
1988,W.E.,2011,119,$0.58M
1989,North Sea Texas,2011,98,$0.03M
1990,Happy Feet Two,2011,100,$64.01M
1991,Oslo  August 31st,2011,95,$0.10M
1992,Margaret,2011,150,$0.05M
1993,The Resident,2011,91,
1994,To the Forest of Firefly Lights,2011,45,
1995,Madrid  1987,2011,105,
1996,The Hunter,2011,100,$0.18M
1997,Dream House,2011,92,$21.28M
1998,Red Dog,2011,92,
1999,Arthur,2011,110,$33.04M
2000,Children Who Chase Lost Voices,2011,116,
2001,The Hunger Games,2012,142,$408.01M
2002,The Bourne Legacy,2012,135,$113.20M
2003,Django Unchained,2012,165,$162.81M
2004,The Place Beyond the Pines,2012,140,$21.38M
2005,The Dark Knight Rises,2012,164,$448.14M
2006,The Hunt,2012,115,$0.69M
2007,The Hobbit: An Unexpected Journey,2012,169,$303.00M
