0,Title,Release Date,Duration,Gross
706,Derailed,2005,108,$36.02M
707,Domino,2005,127,$10.17M
708,Because of Winn-Dixie,2005,106,$32.65M
709,Cursed,2005,97,$19.30M
710,Herbie Fully Loaded,2005,101,$66.02M
711,The Producers,2005,134,$19.38M
712,Casanova,2005,112,$11.29M
713,Feast,2005,95,$0.05M
714,Are We There Yet?,2005,95,$82.67M
715,Havoc,2005,85,
716,Hostage,2005,113,$34.64M
717,BloodRayne,2005,95,$2.41M
718,Broken Flowers,2005,106,$13.74M
719,Syriana,2005,128,$50.82M
720,My Father and My Son,2005,112,
721,Lovewrecked,2005,87,$0.48M
722,Alone in the Dark,2005,96,$5.18M
723,The Ring Two,2005,110,$76.23M
724,Rumor Has It...,2005,97,$43.00M
725,Stealth,2005,121,$32.12M
726,Hustle & Flow,2005,116,$22.20M
727,Good Night  and Good Luck.,2005,93,$31.50M
728,Land of the Dead,2005,93,$20.70M
729,Hide and Seek,2005,101,$51.10M
730,The Fog,2005,100,$29.51M
731,Yours  Mine & Ours,2005,88,$53.41M
732,Elizabethtown,2005,123,$26.84M
733,The Family Stone,2005,103,$60.06M
734,Get Rich or Die Tryin',2005,117,$30.98M
735,Guess Who,2005,105,$68.92M
736,Caché (Hidden),2005,117,$3.63M
737,Harsh Times,2005,116,$3.34M
738,Fun with Dick and Jane,2005,90,$110.33M
739,The Quiet,2005,96,$0.38M
740,Where the Truth Lies,2005,107,$0.87M
741,Oliver Twist,2005,130,$1.99M
742,The Protector,2005,111,$11.91M
743,Dark Water,2005,105,$25.47M
744,The Notorious Bettie Page,2005,91,$1.41M
745,Kicking & Screaming,2005,95,$52.58M
746,Monster-in-Law,2005,101,$82.93M
747,An Unfinished Life,2005,108,$8.59M
748,Assault on Precinct 13,2005,109,$19.98M
749,London,2005,92,$0.01M
750,Breakfast on Pluto,2005,128,$0.83M
751,Romance & Cigarettes,2005,105,$0.54M
752,Beauty Shop,2005,105,$36.35M
753,The Proposition,2005,104,$1.90M
754,Bewitched,2005,102,$62.25M
755,Little Manhattan,2005,90,$0.38M
756,Proof,2005,100,$7.52M
757,Deuce Bigalow: European Gigolo,2005,83,$22.26M
758,Ice Princess,2005,98,$24.38M
759,Kinky Boots,2005,107,$1.82M
760,Noroi,2005,115,
761,A Lot Like Love,2005,107,$21.84M
762,The Ballad of Jack and Rose,2005,112,$0.71M
763,Angel-A,2005,91,$0.20M
764,A Bittersweet Life,2005,119,
765,The Perfect Man,2005,100,$16.25M
766,Chaos,2005,106,
767,Boogeyman,2005,89,$46.75M
768,Adam's Apples,2005,94,$0.00M
769,Goal! The Dream Begins,2005,118,$4.28M
770,Melissa P.,2005,100,
771,Dominion,2005,117,$0.25M
772,xXx: State of the Union,2005,101,$26.87M
773,Two for the Money,2005,122,$22.86M
774,Bad News Bears,2005,113,$32.87M
775,Manderlay,2005,139,$0.08M
776,Tideland,2005,120,$0.07M
777,Roll Bounce,2005,112,$17.38M
778,Transamerica,2005,103,$9.02M
779,Initial D,2005,107,
780,The Interpreter,2005,128,$72.71M
781,Everything Is Illuminated,2005,106,$1.71M
782,The Great Raid,2005,132,$10.17M
783,The Magician,2005,85,
784,The Upside of Anger,2005,118,$18.76M
785,The Business,2005,97,
786,Final Fantasy VII: Advent Children,2005,101,
787,Must Love Dogs,2005,98,$43.89M
788,The Man,2005,83,$8.33M
789,Valiant,2005,76,$19.48M
790,Next Door,2005,75,
791,White Noise,2005,101,$56.39M
792,The Three Burials of Melquiades Estrada,2005,121,$5.02M
793,A Sound of Thunder,2005,110,$1.89M
794,Fragile,2005,101,
795,Me and You and Everyone We Know,2005,91,$3.89M
796,Mirrormask,2005,101,$0.86M
797,Prime,2005,105,$22.83M
798,Venom,2005,87,$0.88M
799,Down in the Valley,2005,114,$0.57M
800,C.R.A.Z.Y.,2005,129,
801,Inside Man,2006,129,$88.51M
802,The Departed,2006,151,$132.38M
803,The Benchwarmers,2006,85,$59.84M
804,The Prestige,2006,130,$53.09M
805,Over the Hedge,2006,83,$155.02M
806,Cars,2006,117,$244.08M
807,Apocalypto,2006,139,$50.87M
808,300,2006,117,$210.61M
809,Children of Men,2006,109,$35.55M
810,Silent Hill,2006,125,$46.98M
811,Smokin' Aces,2006,108,$35.66M
812,Casino Royale,2006,144,$167.45M
813,Idiocracy,2006,84,$0.44M
814,Little Miss Sunshine,2006,101,$59.89M
815,The Devil Wears Prada,2006,109,$124.74M
816,A Good Year,2006,117,$7.46M
817,The Fast and the Furious: Tokyo Drift,2006,104,$62.51M
818,She's the Man,2006,105,$2.34M
819,John Tucker Must Die,2006,89,$41.01M
820,Pan's Labyrinth,2006,118,$37.63M
821,Slither,2006,95,$7.77M
822,The Lives of Others,2006,137,$11.29M
823,Talladega Nights: The Ballad of Ricky Bobby,2006,108,$148.21M
824,Pirates of the Caribbean: Dead Man's Chest,2006,151,$423.32M
825,X-Men: The Last Stand,2006,104,$234.36M
826,Mission: Impossible III,2006,126,$134.03M
827,Click,2006,107,$137.36M
828,Little Children,2006,137,$5.46M
829,Night at the Museum,2006,108,$250.86M
830,Nacho Libre,2006,92,$80.20M
831,Rocky Balboa,2006,102,$70.27M
832,Cashback,2006,102,$0.02M
833,The Pursuit of Happyness,2006,117,$163.57M
834,Black Snake Moan,2006,116,$9.40M
835,The Hills Have Eyes,2006,107,$41.78M
836,The Host,2006,120,$2.20M
837,Borat,2006,84,$128.51M
838,The Da Vinci Code,2006,149,$217.54M
839,Perfume: The Story of a Murderer,2006,147,$2.22M
840,Marie Antoinette,2006,123,$15.96M
841,Blood Diamond,2006,143,$57.37M
842,Final Destination 3,2006,93,$54.10M
843,Superman Returns,2006,154,$200.08M
844,Eragon,2006,104,$75.03M
845,The Covenant,2006,97,$23.29M
846,The Illusionist,2006,110,$39.87M
847,The Fountain,2006,97,$10.14M
848,The Fall,2006,117,$2.28M
849,Accepted,2006,93,$36.32M
850,Babel,2006,143,$34.30M
851,The Holiday,2006,136,$63.22M
852,Happy Feet,2006,108,$198.00M
853,Inland Empire,2006,180,$0.75M
854,Zoom,2006,83,$11.63M
855,Saw III,2006,108,$80.24M
856,Lucky Number Slevin,2006,110,$22.49M
857,Tenacious D in the Pick of Destiny,2006,94,$8.32M
858,Monster House,2006,91,$73.66M
859,Grandma's Boy,2006,94,$6.09M
860,Aquamarine,2006,110,$18.60M
861,The Pink Panther,2006,93,$82.23M
862,Deja Vu,2006,126,$64.04M
863,Shortbus,2006,101,$1.99M
864,Snakes on a Plane,2006,105,$34.02M
865,Scary Movie 4,2006,83,$90.71M
866,The Break-Up,2006,106,$118.70M
867,DOA: Dead or Alive,2006,87,$0.48M
868,Flushed Away,2006,85,$64.67M
869,The Good Shepherd,2006,167,$59.95M
870,Crank,2006,88,$27.83M
871,Clerks II,2006,97,$24.15M
872,Miami Vice,2006,132,$63.45M
873,The Lake House,2006,99,$52.33M
874,Letters from Iwo Jima,2006,141,$13.76M
875,The Last King of Scotland,2006,123,$17.61M
876,World Trade Center,2006,129,$70.28M
877,Notes on a Scandal,2006,92,$17.51M
878,Paprika,2006,90,$0.88M
879,A Scanner Darkly,2006,100,$5.50M
880,The Guardian,2006,139,$55.01M
881,Blades of Glory,2006,93,$118.59M
882,This Is England,2006,101,$0.33M
883,Open Season,2006,86,$85.11M
884,Basic Instinct 2,2006,114,$5.97M
885,Step Up,2006,104,$65.33M
886,Alpha Dog,2006,122,$15.23M
887,Southland Tales,2006,145,$0.28M
888,The Wicker Man,2006,102,$23.64M
889,Date Movie,2006,83,$48.55M
890,Dreamgirls,2006,130,$103.37M
891,Stranger Than Fiction,2006,113,$40.14M
892,The Black Dahlia,2006,121,$22.52M
893,Underworld: Evolution,2006,106,$62.32M
894,Just My Luck,2006,103,$17.32M
895,Flags of Our Fathers,2006,135,$33.60M
896,Ice Age: The Meltdown,2006,91,$195.33M
897,Lady in the Water,2006,110,$42.29M
898,Charlotte's Web,2006,97,$82.99M
899,Little Man,2006,98,$58.65M
900,The Texas Chainsaw Massacre: The Beginning,2006,91,$39.52M
901,Beerfest,2006,110,$19.19M
902,Stick It,2006,103,$26.87M
903,Last Holiday,2006,112,$38.36M
904,Turistas,2006,93,$7.03M
905,The Wind that Shakes the Barley,2006,127,$1.83M
906,Invincible,2006,105,$57.81M
907,Tell No One,2006,131,$6.18M
908,Failure to Launch,2006,97,$88.72M
909,Poseidon,2006,98,$60.67M
910,Black Book,2006,145,$4.40M
911,Running Scared,2006,122,$6.86M
912,Kill Bill: The Whole Bloody Affair,2006,247,
913,Barnyard,2006,90,$72.78M
914,The Painted Veil,2006,125,$8.06M
915,Volver,2006,121,$12.90M
916,The Omen,2006,110,$54.61M
917,Penelope,2006,104,$10.01M
918,Tristan + Isolde,2006,125,$14.73M
919,The Ultimate Gift,2006,114,$3.44M
920,RV,2006,99,$71.73M
921,Miss Potter,2006,88,$2.98M
922,Half Nelson,2006,106,$2.69M
923,Candy,2006,108,$0.04M
924,The Queen,2006,103,$56.44M
925,Bug,2006,102,$7.01M
926,United 93,2006,111,$31.57M
927,Arthur and the Invisibles,2006,94,$15.13M
928,It's a Boy Girl Thing,2006,95,
929,Paris  je t'aime,2006,120,$4.86M
930,Open Water 2: Adrift,2006,94,
931,Rescue Dawn,2006,120,$5.49M
932,Stay Alive,2006,85,$23.09M
933,The Book of Revelation,2006,118,
934,All the King's Men,2006,128,$7.22M
935,See No Evil,2006,84,$15.03M
936,Ultraviolet,2006,88,$18.50M
937,Fearless,2006,104,$24.63M
938,Tales from Earthsea,2006,115,$0.05M
939,All the Boys Love Mandy Lane,2006,90,
940,Eight Below,2006,120,$81.61M
941,When a Stranger Calls,2006,87,$47.86M
942,10 Items or Less,2006,82,$0.08M
943,The Ant Bully,2006,88,$28.14M
944,ATL,2006,105,$21.16M
945,Akeelah and the Bee,2006,112,$18.81M
946,Glory Road,2006,118,$42.64M
947,You  Me and Dupree,2006,110,$75.63M
948,Curious George,2006,87,$58.64M
949,We Are Marshall,2006,131,$43.55M
950,Old Joy,2006,76,$0.26M
951,Death Note,2006,126,
952,Employee of the Month,2006,103,$28.44M
953,Gridiron Gang,2006,125,$38.43M
954,The Wild,2006,82,$37.38M
955,The Marine,2006,92,$18.84M
956,Hatchet,2006,93,$0.16M
957,Pulse,2006,90,$20.26M
958,Severance,2006,96,$0.14M
959,Let's Go to Prison,2006,84,$4.61M
960,My Super Ex-Girlfriend,2006,96,$22.53M
961,Curse of the Golden Flower,2006,114,$6.57M
962,Flyboys,2006,140,$13.08M
963,Black Christmas,2006,95,$16.24M
964,Garfield: A Tail of Two Kitties,2006,82,$28.43M
965,Factory Girl,2006,90,$1.66M
966,Wristcutters: A Love Story,2006,88,$0.32M
967,Big Momma's House 2,2006,99,$70.17M
968,Man of the Year,2006,115,$37.44M
969,16 Blocks,2006,102,$36.90M
970,Cold Prey,2006,97,
971,The Sentinel,2006,108,$36.28M
972,Catch and Release,2006,124,$15.27M
973,The Girl Who Leapt Through Time,2006,98,
974,Madea's Family Reunion,2006,107,$63.32M
975,The Nativity Story,2006,101,$37.63M
976,Away from Her,2006,110,$4.57M
977,Black Sheep,2006,87,$0.08M
978,Don,2006,171,$0.80M
979,Bobby,2006,117,$11.24M
980,Hollywoodland,2006,126,$14.42M
981,Facing the Giants,2006,111,$10.18M
982,Reprise,2006,105,$0.55M
983,After the Wedding,2006,120,$0.41M
984,Peaceful Warrior,2006,120,$3.96M
985,The Foot Fist Way,2006,85,$0.23M
986,Friends with Money,2006,88,$13.37M
987,Seraphim Falls,2006,115,$0.42M
988,Stormbreaker,2006,93,$0.65M
989,Another Gay Movie,2006,92,$0.65M
990,The Namesake,2006,122,$8.66M
991,Goya's Ghosts,2006,113,$1.00M
992,Hoot,2006,91,$8.08M
993,The Last Kiss,2006,104,$11.60M
994,Scoop,2006,96,$10.53M
995,Take the Lead,2006,118,$34.74M
996,Idlewild,2006,121,$12.55M
997,Bandidas,2006,93,
998,How to Eat Fried Worms,2006,80,$13.02M
999,OSS 117: Cairo  Nest of Spies,2006,99,$0.30M
1000,Kabhi Alvida Naa Kehna,2006,193,$3.28M
1001,No Country for Old Men,2007,122,$74.28M
1002,Superbad,2007,113,$121.46M
1003,The Mist,2007,126,$25.59M
1004,Death Proof,2007,127,
1005,There Will Be Blood,2007,158,$40.22M
1006,Ratatouille,2007,111,$206.45M
1007,Charlie Wilson's War,2007,102,$66.66M
1008,Transformers,2007,144,$319.25M
1009,The Man from Earth,2007,87,
1010,Atonement,2007,123,$50.93M
1011,Harry Potter and the Order of the Phoenix,2007,138,$292.00M
1012,Zodiac,2007,157,$33.08M
1013,The Girl Next Door,2007,91,
1014,Hot Fuzz,2007,121,$23.64M
1015,The Bourne Ultimatum,2007,115,$227.47M
1016,Into the Wild,2007,148,$18.35M
1017,Stardust,2007,127,$38.63M
1018,Bridge to Terabithia,2007,96,$82.27M
1019,Ghost Rider,2007,110,$115.80M
1020,American Gangster,2007,157,$130.16M
1021,Gone Baby Gone,2007,114,$20.30M
1022,Eastern Promises,2007,100,$17.11M
1023,Knocked Up,2007,129,$148.73M
1024,Juno,2007,96,$143.50M
1025,Shooter,2007,124,$47.00M
1026,Hairspray,2007,117,$118.87M
1027,The Kingdom,2007,110,$47.54M
1028,Spider-Man 3,2007,139,$336.53M
1029,Sunshine,2007,107,$3.68M
1030,Enchanted,2007,107,$127.81M
1031,Pirates of the Caribbean: At World's End,2007,169,$309.42M
1032,I Am Legend,2007,101,$256.39M
1033,Shrek the Third,2007,93,$320.71M
1034,Sweeney Todd: The Demon Barber of Fleet Street,2007,116,$52.90M
1035,Planet Terror,2007,105,
1036,The Assassination of Jesse James by the Coward Robert Ford,2007,160,$3.90M
1037,Grindhouse,2007,191,$25.04M
1038,Virgin Territory,2007,97,
1039,The Darjeeling Limited,2007,91,$11.90M
1040,Hitman,2007,100,$39.69M
1041,The Golden Compass,2007,113,$70.11M
1042,3:10 to Yuma,2007,122,$53.61M
1043,30 Days of Night,2007,113,$39.57M
1044,Evan Almighty,2007,96,$100.46M
1045,28 Weeks Later,2007,100,$28.64M
1046,Disturbia,2007,105,$80.21M
1047,Michael Clayton,2007,119,$49.03M
1048,Live Free or Die Hard,2007,128,$134.53M
1049,Lust  Caution,2007,157,$4.60M
1050,1408,2007,104,$71.99M
1051,Fracture,2007,113,$39.02M
1052,Meet the Robinsons,2007,95,$97.82M
1053,Alvin and the Chipmunks,2007,92,$217.33M
1054,Funny Games,2007,111,$1.29M
1055,Ocean's Thirteen,2007,122,$117.15M
1056,REC,2007,78,
1057,Hostel: Part II,2007,94,$17.61M
1058,Epic Movie,2007,86,$39.74M
1059,I Now Pronounce You Chuck & Larry,2007,115,$120.06M
1060,P.S. I Love You,2007,126,$53.70M
1061,Freedom Writers,2007,123,$36.61M
1062,Hot Rod,2007,88,$13.92M
1063,An American Crime,2007,98,
1064,Paranormal Activity,2007,86,$107.92M
1065,Lars and the Real Girl,2007,106,$5.97M
1066,Bee Movie,2007,91,$126.63M
1067,Before the Devil Knows You're Dead,2007,117,$7.08M
1068,Fantastic Four: Rise of the Silver Surfer,2007,92,$131.92M
1069,The Poughkeepsie Tapes,2007,81,
1070,Saw IV,2007,93,$63.30M
1071,Walk Hard: The Dewey Cox Story,2007,96,$18.32M
1072,Resident Evil: Extinction,2007,94,$50.65M
1073,Death at a Funeral,2007,90,$8.58M
1074,Halloween,2007,109,$58.27M
1075,Dead Silence,2007,89,$16.81M
1076,Hannibal Rising,2007,121,$27.67M
1077,National Treasure: Book of Secrets,2007,124,$219.96M
1078,Rush Hour 3,2007,91,$140.13M
1079,The Bucket List,2007,97,$93.47M
1080,Beowulf,2007,115,$82.16M
1081,Once,2007,86,$9.44M
1082,The Babysitters,2007,88,$0.04M
1083,Teeth,2007,94,$0.35M
1084,The Orphanage,2007,105,$7.16M
1085,No Reservations,2007,104,$43.11M
1086,Across the Universe,2007,133,$24.34M
1087,The Number 23,2007,98,$35.19M
1088,Elizabeth: The Golden Age,2007,114,$16.29M
1089,Wild Hogs,2007,100,$168.27M
1090,Like Stars on Earth,2007,165,$1.22M
1091,Awake,2007,84,$14.38M
1092,Surf's Up,2007,85,$58.87M
1093,Aliens vs. Predator: Requiem,2007,94,$41.80M
1094,Norbit,2007,102,$95.67M
1095,Next,2007,96,$18.21M
1096,Savage Grace,2007,97,$0.43M
1097,5 Centimeters per Second,2007,63,
1098,The Last Legion,2007,101,$5.93M
1099,Inside,2007,82,
1100,August Rush,2007,114,$31.66M
1101,The Simpsons Movie,2007,87,$183.14M
1102,The Game Plan,2007,110,$90.65M
1103,Good Luck Chuck,2007,96,$34.93M
1104,I'm Not There,2007,135,$4.02M
1105,Shoot 'Em Up,2007,86,$12.81M
1106,Mr. Brooks,2007,120,$28.48M
1107,We Own the Night,2007,117,$28.56M
1108,In the Name of the King: A Dungeon Siege Tale,2007,127,$4.54M
1109,Waitress,2007,108,$19.07M
1110,Rogue,2007,99,$0.01M
1111,The Invisible,2007,102,$20.57M
1112,The Heartbreak Kid,2007,116,$36.79M
1113,Reign Over Me,2007,124,$19.66M
1114,Chapter 27,2007,84,$0.06M
1115,Stash,2007,97,
1116,Trick 'r Treat,2007,82,
1117,Music and Lyrics,2007,104,$50.57M
1118,Bratz,2007,110,$10.01M
1119,Control,2007,122,$0.87M
1120,The Nanny Diaries,2007,105,$25.93M
1121,Sydney White,2007,108,$11.89M
1122,The Invasion,2007,99,$15.07M
1123,St. Trinian's,2007,97,
1124,TMNT,2007,87,$54.15M
1125,War,2007,103,$22.49M
1126,The Hills Have Eyes 2,2007,89,$20.80M
1127,Death Sentence,2007,105,$9.53M
1128,Mr. Bean's Holiday,2007,90,$33.30M
1129,Big Stan,2007,105,
1130,Son of Rambow,2007,96,$1.78M
1131,La Vie En Rose,2007,140,$10.30M
1132,Vacancy,2007,85,$19.36M
1133,Black Water,2007,90,
1134,Rise of the Footsoldier,2007,119,
1135,Dan in Real Life,2007,98,$47.64M
1136,Timecrimes,2007,92,$0.04M
1137,The Great Debaters,2007,126,$30.23M
1138,Elite Squad,2007,115,$0.01M
1139,Because I Said So,2007,102,$42.67M
1140,Mongol: The Rise of Genghis Khan,2007,126,$5.70M
1141,The Condemned,2007,113,$0.00M
1142,Becoming Jane,2007,120,$18.67M
1143,Frontier(s),2007,108,
1144,The Diving Bell and the Butterfly,2007,112,$5.99M
1145,I Could Never Be Your Woman,2007,97,
1146,The Kite Runner,2007,128,$15.80M
1147,Persepolis,2007,96,$4.45M
1148,Ten Inch Hero,2007,102,
1149,Margot at the Wedding,2007,91,$1.96M
1150,YPF,2007,87,
1151,Balls of Fury,2007,90,$32.84M
1152,After Sex,2007,77,
1153,Lions for Lambs,2007,92,$15.00M
1154,Chaos Theory,2007,87,$0.24M
1155,4 Months  3 Weeks and 2 Days,2007,113,$1.19M
1156,Pathfinder,2007,99,$10.23M
1157,Daddy's Little Girls,2007,100,$31.34M
1158,Why Did I Get Married?,2007,113,$55.18M
1159,Breach,2007,110,$33.23M
1160,The Comebacks,2007,84,$13.35M
1161,The Water Horse,2007,112,$40.41M
1162,88 Minutes,2007,108,$16.93M
1163,Perfect Stranger,2007,109,$23.98M
1164,The Brave One,2007,122,$36.79M
1165,Run Fatboy Run,2007,100,$6.00M
1166,P2,2007,98,$3.99M
1167,Water Lilies,2007,85,$0.08M
1168,Premonition,2007,96,$47.85M
1169,Shelter,2007,97,$0.14M
1170,Postal,2007,100,$18.01M
1171,Georgia Rule,2007,113,$18.88M
1172,Cleaner,2007,88,
1173,The Jane Austen Book Club,2007,106,$3.57M
1174,Primeval,2007,93,$10.60M
1175,Arn: The Knight Templar,2007,139,
1176,My Blueberry Nights,2007,95,$0.87M
1177,Mr. Magorium's Wonder Emporium,2007,93,$32.06M
1178,In the Valley of Elah,2007,121,$6.78M
1179,Stomp the Yard,2007,115,$61.36M
1180,Smiley Face,2007,85,$0.01M
1181,Nancy Drew,2007,99,$25.61M
1182,The Hitcher,2007,84,$16.47M
1183,Hounddog,2007,98,$0.13M
1184,Towelhead,2007,124,$0.37M
1185,Rendition,2007,122,$9.74M
1186,This Christmas,2007,117,$49.12M
1187,In the Land of Women,2007,97,$11.04M
1188,Descent,2007,104,$0.13M
1189,Dragon Wars: D-War,2007,107,$10.98M
1190,The Last Mistress,2007,115,$0.79M
1191,The Visitor,2007,104,$9.42M
1192,Om Shanti Om,2007,162,$3.60M
1193,Underdog,2007,84,$43.76M
1194,I Know Who Killed Me,2007,105,$7.50M
1195,Naked Fear,2007,108,
1196,The Lookout,2007,99,$4.60M
1197,Evangelion: 1.0 You Are (Not) Alone,2007,98,$0.11M
1198,Hallam Foe,2007,95,$0.06M
1199,Sword of the Stranger,2007,103,
1200,Russkaya Lolita,2007,93,
1201,The Dark Knight,2008,152,$534.86M
1202,Sex Drive,2008,109,$8.40M
1203,Twilight,2008,122,$192.77M
1204,In Bruges,2008,107,$7.76M
1205,Indiana Jones and the Kingdom of the Crystal Skull,2008,122,$317.10M
1206,Iron Man,2008,126,$318.41M
1207,Mamma Mia!,2008,108,$144.13M
1208,The House Bunny,2008,97,$48.24M
1209,The Curious Case of Benjamin Button,2008,166,$127.51M
1210,Tropic Thunder,2008,107,$110.52M
1211,Gran Torino,2008,116,$148.10M
1212,Martyrs,2008,99,
1213,The Hurt Locker,2008,131,$17.02M
1214,WALL·E,2008,98,$223.81M
1215,Kung Fu Panda,2008,92,$215.43M
1216,Taken,2008,90,$145.00M
1217,Vicky Cristina Barcelona,2008,96,$23.22M
1218,Step Brothers,2008,98,$100.47M
1219,The Reader,2008,124,$34.19M
1220,Slumdog Millionaire,2008,120,$141.32M
1221,Cloverfield,2008,85,$80.05M
1222,The Other Boleyn Girl,2008,115,$26.81M
1223,Forgetting Sarah Marshall,2008,111,$63.17M
1224,Hunger,2008,96,$0.15M
1225,Revolutionary Road,2008,119,$22.91M
1226,Journey to the Center of the Earth,2008,93,$101.70M
1227,The Chronicles of Narnia: Prince Caspian,2008,150,$141.62M
1228,The Boy in the Striped Pajamas,2008,94,$9.03M
1229,The Wrestler,2008,109,$26.24M
1230,Quantum of Solace,2008,106,$168.37M
1231,Wanted,2008,110,$134.51M
1232,You Don't Mess with the Zohan,2008,113,$100.02M
1233,Burn After Reading,2008,96,$60.36M
1234,Speed Racer,2008,135,$43.95M
1235,Ip Man,2008,106,
1236,The Incredible Hulk,2008,112,$134.52M
1237,RocknRolla,2008,114,$5.69M
1238,Defiance,2008,137,$28.64M
1239,Hancock,2008,92,$227.95M
1240,The Happening,2008,91,$64.51M
1241,Zack and Miri Make a Porno,2008,101,$31.46M
1242,Eden Lake,2008,91,$0.01M
1243,The Strangers,2008,86,$52.60M
1244,Valkyrie,2008,121,$83.08M
1245,Bronson,2008,92,$0.10M
1246,27 Dresses,2008,111,$76.81M
1247,Star Wars: The Clone Wars,2008,98,$35.16M
1248,Jumper,2008,88,$80.17M
1249,Pineapple Express,2008,111,$87.34M
1250,Diary of a Nymphomaniac,2008,101,
1251,Bolt,2008,96,$114.05M
1252,10 000 BC,2008,109,$94.78M
1253,Never Back Down,2008,113,$24.85M
1254,The Mummy: Tomb of the Dragon Emperor,2008,112,$102.49M
1255,Rambo,2008,92,$42.75M
1256,21,2008,123,$81.16M
1257,Ponyo,2008,101,$15.09M
1258,Superhero Movie,2008,75,$26.64M
1259,Let the Right One In,2008,114,$2.12M
1260,The Day the Earth Stood Still,2008,104,$79.37M
1261,The Duchess,2008,110,$13.82M
1262,Wild Child,2008,98,$0.02M
1263,Role Models,2008,99,$67.29M
1264,The Ruins,2008,90,$17.43M
1265,Changeling,2008,141,$35.74M
1266,Hellboy II: The Golden Army,2008,120,$75.75M
1267,Inkheart,2008,106,$17.30M
1268,Disaster Movie,2008,87,$14.19M
1269,Death Race,2008,105,$36.32M
1270,Righteous Kill,2008,101,$40.08M
1271,One Missed Call,2008,87,$26.88M
1272,Punisher: War Zone,2008,103,$7.95M
1273,The Spiderwick Chronicles,2008,96,$71.20M
1274,Madagascar: Escape 2 Africa,2008,89,$180.01M
1275,Definitely  Maybe,2008,112,$31.97M
1276,The Bank Job,2008,111,$30.06M
1277,Synecdoche  New York,2008,124,$3.08M
1278,Fool's Gold,2008,112,$70.23M
1279,Seven Pounds,2008,123,$69.95M
1280,Bedtime Stories,2008,99,$110.10M
1281,Max Payne,2008,100,$40.69M
1282,Eagle Eye,2008,118,$101.11M
1283,Body of Lies,2008,128,$39.39M
1284,Yes Man,2008,104,$97.69M
1285,Saw V,2008,92,$56.75M
1286,Marley & Me,2008,115,$143.15M
1287,Street Kings,2008,109,$26.42M
1288,Get Smart,2008,110,$130.32M
1289,Horton Hears a Who!,2008,86,$154.53M
1290,City of Ember,2008,90,$7.87M
1291,The Forbidden Kingdom,2008,104,$52.08M
1292,Ghost Town,2008,102,$13.21M
1293,Sex and the City,2008,145,$152.65M
1294,Semi-Pro,2008,91,$33.47M
1295,Shutter,2008,85,$25.93M
1296,Milk,2008,128,$31.84M
1297,Australia,2008,165,$49.55M
1298,Doubt,2008,104,$33.42M
1299,Mirrors,2008,110,$30.69M
1300,The Onion Movie,2008,86,
1301,Prom Night,2008,88,$43.87M
1302,Don't Look Down,2008,85,
1303,Lake Mungo,2008,87,
1304,Outlander,2008,115,$0.16M
1305,The Secret Life of Bees,2008,114,$37.77M
1306,Meet the Spartans,2008,87,$38.23M
1307,Doomsday,2008,105,$10.96M
1308,Felon,2008,104,$0.04M
1309,Angus  Thongs and Perfect Snogging,2008,100,
1310,The Chaser,2008,125,
1311,Repo! The Genetic Opera,2008,98,$0.14M
1312,Wendy and Lucy,2008,80,$0.86M
1313,The Secret of Moonacre,2008,103,
1314,The Midnight Meat Train,2008,100,$0.08M
1315,Splinter,2008,82,
1316,Made of Honor,2008,101,$46.01M
1317,The Wave,2008,107,
1318,The Lazarus Project,2008,100,
1319,The Love Guru,2008,87,$32.24M
1320,High School Musical 3: Senior Year,2008,112,$90.56M
1321,The Sisterhood of the Traveling Pants 2,2008,119,$44.09M
1322,What Happens in Vegas,2008,99,$80.28M
1323,The Spirit,2008,103,$19.78M
1324,Mad Money,2008,104,$20.67M
1325,How to Lose Friends & Alienate People,2008,110,$2.78M
1326,Resident Evil: Degeneration,2008,98,
1327,Bottle Shock,2008,110,$4.04M
1328,Choke,2008,92,$2.93M
1329,Quarantine,2008,89,$31.69M
1330,Harold & Kumar Escape from Guantanamo Bay,2008,114,$38.09M
1331,Appaloosa,2008,115,$20.21M
1332,Rachel Getting Married,2008,113,$12.80M
1333,Jolene,2008,121,
1334,Baby Mama,2008,99,$60.49M
1335,Transporter 3,2008,104,$31.72M
1336,Passengers,2008,93,$0.27M
1337,Fireproof,2008,122,$33.46M
1338,Nick and Norah's Infinite Playlist,2008,90,$31.49M
1339,Untraceable,2008,101,$28.69M
1340,Garoojigi,2008,120,
1341,The Brothers Bloom,2008,114,$3.52M
1342,Red Cliff,2008,148,$0.63M
1343,Meet the Browns,2008,100,$41.98M
1344,Asterix at the Olympic Games,2008,116,$1.00M
1345,Step Up 2: The Streets,2008,98,$58.02M
1346,Killshot,2008,95,$0.02M
1347,Brideshead Revisited,2008,133,$6.41M
1348,Nim's Island,2008,96,$48.01M
1349,The Eye,2008,98,$31.42M
1350,Pride and Glory,2008,130,$15.71M
1351,I Can't Think Straight,2008,82,$0.04M
1352,Two Lovers,2008,110,$3.15M
1353,Blindness,2008,121,$3.07M
1354,My Best Friend's Girl,2008,101,$19.22M
1355,Miss Pettigrew Lives for a Day,2008,92,$12.29M
1356,Be Kind Rewind,2008,102,$11.17M
1357,Frost/Nixon,2008,122,$18.59M
1358,The Edge of Love,2008,110,$0.03M
1359,Pontypool,2008,93,
1360,Gomorrah,2008,137,$1.58M
