824,1;2;9
825,1;2;16
826,1;2;18
827,5;7;9
828,7;15
829,2;5;8
830,5;8;17
831,1;7;17
832,5;7;15
833,4;7
834,7;12
835,11;18
836,7;11;16
837,5
838,14;18
839,6;7;9
840,4;7;10
841,2;7;18
842,11;18
843,1;2;16
844,1;2;8
845,1;2;9
846,7;9;14
847,7;14;15
848,2;7;9
849,5
850,7
851,5;15
852,3;2;5
853,7;9;14
854,1;2;5
855,6;11;14
856,6;7;18
857,2;5;12
858,3;5;8
859,5
860,5;8;9
861,2;5;6
862,1;6;16
863,5;7;15
864,1;2;6
865,5
866,5;7;15
867,1;2;14
868,3;1;2002
869,7;10;18
870,1;6;18
871,5
872,1;2;6
873,7;9;15
874,1;2;7
875,4;7;10
876,7;10;18
877,6;7;15
878,3;7;9
879,3;5;6
880,1;2;7
881,5;17
882,6;7
883,3;2;5
884,7;14;18
885,6;7;12
886,4;6;7
887,5;7;14
888,11;14;18
889,5;15
890,7;12;13
891,5;7;9
892,6;7;14
893,1;9;18
894,5;9;15
895,1;2;7
896,3;2;5
897,7;9;14
898,2;5;8
899,5;6
900,11;18
901,5
902,5;7;17
903,5;7;15
904,11;14;18
905,7;19
906,4;7;17
907,6;7;14
908,5;15
909,1;2;18
910,7;18;19
911,1;6;7
912,1;6;18
913,3;2;5
914,7;15
915,5;7
916,7;9;11
917,5;9;15
918,1;7;15
919,7;8;15
920,2;5;8
921,4;7;15
922,7
923,7;15
924,4;7
925,7;11;18
926,1;7;10
927,3;2;5
928,5;9;15
929,5;7;15
930,2;7;11
931,2;4;19
932,9;11;14
933,6;7;14
934,7;18
935,1;11;18
936,1;16
937,1;4;7
938,3;2;9
939,11;14;18
940,2;7;8
941,11;18
942,5;7
943,3;2;5
944,5;6;7
945,7;8
946,4;7;17
947,5;15
948,3;2;5
949,7;17
950,7
951,6;7;9
952,5;15
953,4;6;7
954,3;2;5
955,1;5;7
956,5;11;18
957,11;16;18
958,5;11
959,5;6
960,5;15;16
961,1;7;15
962,1;7;10
963,11
964,3;2;5
965,4;7
966,5;7;9
967,5;6
968,5;7;15
969,1;7;18
970,11;18
971,1;6;18
972,5;7;15
973,3;2;5
974,5;7;15
975,2;7;8
976,7
977,5;11;16
978,1;6;18
979,4;7;10
980,4;6;7
981,7;9;17
982,7
983,7
984,7;15;17
985,5
986,5;7;15
987,1;7;18
988,1;2;8
989,5;15
990,7
991,4;7;10
992,2;5;8
993,5;7;15
994,5;6;9
995,7;12
996,6;7;13
997,1;5;6
998,5;8
999,1;2;5
1000,7;15
1001,6;7;18
1002,5
1003,11;16;18
1004,1;18
1005,7
1006,3;2;5
1007,4;5;7
1008,1;2;16
1009,7;9;14
1010,7;14;15
1011,1;2;8
1012,6;7;14
1013,6;7;11
1014,1;5;14
1015,1;14;18
1016,2;4;7
1017,2;8;9
1018,7;8;9
1019,1;9;18
1020,4;6;7
1021,6;7;14
1022,6;7;18
1023,5;15
1024,5;7
1025,1;7;18
1026,5;7;13
1027,1;7;18
1028,1;2;16
1029,16;18
1030,3;2;5
1031,1;2;9
1032,1;7;11
1033,3;2;5
1034,7;11;13
1035,1;5;11
1036,4;6;7
1037,1;11;18
1038,2;5;15
1039,2;5;7
1040,1;6;18
1041,2;8;9
1042,1;6;7
1043,1;2;11
1044,5;8;9
1045,1;2;11
1046,6;7;14
1047,6;7;14
1048,1;18
1049,7;10;15
1050,9;11;14
1051,6;7;18
1052,3;2;5
1053,3;2;5
1054,6;7;18
1055,6;18
1056,11;14;18
1057,11
1058,2;5;9
1059,5;15
1060,5;7;15
1061,4;6;7
1062,5;17
1063,4;6;7
1064,11;14
1065,5;7;15
1066,3;2;5
1067,6;7;18
1068,1;2;9
1069,11;14;18
1070,6;11;14
1071,5;12
1072,1;11;16
1073,5
1074,11
1075,11;14;18
1076,2;6;7
1077,1;2;14
1078,1;5;6
1079,2;5;7
1080,3;1;2002
1081,7;12;15
1082,7
1083,5;9;11
1084,7;11;14
1085,5;7;15
1086,7;9;10
1087,6;14;18
1088,4;7;10
1089,1;2;5
1090,7;8
1091,6;7;14
1092,3;2;5
1093,1;2;11
1094,5;15
1095,1;16;18
1096,7
1097,3;7;8
1098,1;2;10
1099,11
1100,7;12
1101,3;2;5
1102,5;8;17
1103,5;15
1104,4;7;12
1105,1;5;18
1106,6;7;18
1107,1;6;7
1108,1;2;9
1109,5;7;15
1110,1;7;11
1111,6;7;9
1112,5;15
1113,7
1114,4;6;7
1115,11
1116,5;11
1117,5;12;15
1118,5;8;12
1119,4;7;12
1120,5;7;15
1121,5;7;15
1122,16;18
1123,5;8
1124,3;1;2002
1125,1;6;18
1126,11;18
1127,1;6;7
1128,5;8
1129,1;5
1130,1;2;5
1131,4;7;12
1132,11;18
1133,1;2;7
1134,1;4;6
1135,5;7;15
1136,11;14;16
1137,4;7;15
1138,1;6;7
1139,5;15
1140,1;4;7
1141,1;6;18
1142,4;7;15
1143,11
1144,4;7
1145,5;7;15
1146,7
1147,3;4;7
1148,5;7;15
1149,5;7
1150,5;7;15
1151,5;6;17
1152,5;7;15
1153,6;7;14
1154,5;7;15
1155,7
1156,1;2;7
1157,7;15
1158,5;7;15
1159,4;6;7
1160,5;17
1161,2;8;9
1162,6;7;14
1163,6;14;18
1164,1;6;7
1165,5;15;17
1166,6;11;18
1167,7;15
1168,7;9;14
1169,7;15;17
1170,1;5;6
1171,5;7
1172,18
1173,5;7;15
1174,1;2;6
1175,1;7;15
1176,7;15
1177,5;8;9
1178,6;7;14
1179,7;12;15
1180,5
1181,5;6;8
1182,6;18
1183,7;12
1184,7
1185,7;18
1186,5;7;15
1187,5;7;15
1188,7;18
1189,1;7;9
1190,7;15
1191,7
1192,1;5;7
1193,1;2;5
1194,11;14;18
1195,11;18
1196,6;7;18
1197,3;1;7
1198,7;14;15
1199,3;1;2002
1200,7;15
1201,1;6;7
1202,5;15
1203,7;9;15
1204,5;6;7
1205,1;2;2023
1206,1;2;16
1207,5;13;15
1208,5
1209,7;9;15
1210,1;5;19
1211,7
1212,11
1213,7;18;19
1214,3;2;8
1215,3;1;2002
1216,1;6;18
1217,5;7;15
1218,5
1219,7;15
1220,6;7;15
1221,1;2;11
1222,4;7;10
1223,5;7;15
1224,4;6;7
1225,7;15
1226,1;2;8
1227,1;2;8
1228,7;19
1229,7;17
1230,1;2;14
1231,1;6;18
1232,1;5
1233,5;6;7
1234,1;2;5
1235,1;4;7
1236,1;2;16
1237,1;6;18
1238,1;7;10
1239,1;5;7
1240,2;7;16
1241,5;15
1242,11;18
1243,11;14;18
1244,7;10;18
1245,1;6;7
1246,5;15
1247,3;1;2002
1248,1;2;16
1249,1;5;6
1250,7;15
1251,3;2;5
1252,1;2;7
1253,1;7;17
1254,1;2;9
1255,1;2;18
1256,6;7;10
1257,3;2;5
1258,1;5;16
1259,7;9;11
1260,2;7;16
1261,4;7;10
1262,5
1263,5
1264,2;11;18
1265,4;6;7
1266,1;2;9
1267,2;8;9
1268,5;16
1269,1;16;18
1270,6;14;18
1271,11;14
1272,1;6;7
1273,1;2;7
1274,3;2;5
1275,5;7;15
1276,6;7;18
1277,7
1278,1;2;5
1279,7
1280,2;5;8
1281,1;6;7
1282,1;14;18
1283,1;7;18
1284,5;15
1285,6;11;18
1286,7;8
1287,1;6;18
1288,1;2;5
1289,3;2;5
1290,2;7;8
1291,1;2;9
1292,5;7;9
1293,5;7;15
1294,5;17
1295,11;14;18
1296,4;7;10
1297,2;7;15
1298,7;14
1299,11;14
1300,5
1301,11
1302,7;15
1303,7;11;14
1304,1;2;16
1305,7
1306,5;9
1307,1;16;18
1308,6;18
1309,5;7;15
1310,1;6;7
1311,11;13;16
1312,7
1313,2;8;9
1314,11;14;18
1315,6;11;16
1316,5;15
1317,7;18
1318,7;14;18
1319,5;15;17
1320,5;7;8
1321,5;7;15
1322,5;15
1323,1;6;9
1324,5;6;18
1325,4;5;7
1326,3;1;11
1327,5;7
1328,5;7
1329,11;16;18
1330,2;5
1331,1;6;7
1332,7;15
1333,7
1334,5;15
1335,1;2;18
1336,14;15;18
1337,7;15
1338,5;7;12
1339,6;14;18
1340,5;9
1341,1;2;5
1342,1;2;7
1343,5;7;15
1344,2;5;8
1345,7;12;15
1346,1;6;7
1347,7;15
1348,2;5;7
1349,11;14
1350,6;7;18
1351,7;15
1352,7;15
1353,7;14;18
1354,5;15
1355,5;15
1356,5
1357,4;7;10
1358,4;7;15
1359,11;16
1360,6;7
1361,1;6;7
1362,6;7;14
1363,5;12
1364,6;7;11
1365,1;2;16
1366,7;15
1367,1;5;7
1368,5
1369,4;7;10
1370,6;7;15
1371,4;5;7
1372,5;11;16
1373,7
1374,1;7;14
1375,4;7;12
1376,6;7;18
1377,1;2;4
1378,1;7;10
1379,2;5;8
1380,1;4;6
1381,2;5;7
1382,7;15
1383,5;15
1384,5
1385,5;7;15
1386,1;5;6
1387,5;15
1388,7
1389,5;7
1390,5;15
1391,1;2;5
1392,11
1393,5;7;15
1394,3;2;5
1395,7;15
1396,5;7;15
1397,3;1;2002
1398,3;2;5
1399,6;7;18
1400,7
1401,1;2;9
1402,2;7;19
1403,5
1404,5;7;15
1405,11
1406,1;5;11
1407,1;2;8
1408,4;7;17
1409,1;7;14
1410,1;2;16
1411,3;2;5
1412,3;7;8
1413,3;2;5
1414,7;18;19
1415,5;11
1416,5;7;15
1417,1;6;18
1418,1;2;16
1419,1;14;16
1420,5;7
1421,1;2;14
1422,11;14;18
1423,5;7;15
1424,1;16
1425,5;7;15
1426,1;16;18
1427,7;11;18
1428,7;9;15
1429,11
1430,7;9;18
1431,11;14;18
1432,7;18
1433,3;2;5
1434,1;6;7
1435,11;16
1436,6;7;14
1437,1;2;16
1438,7;9
1439,1;2;16
1440,1;2;9
1441,4;7;8
1442,7;14;16
1443,1;16;18
1444,7;9
1445,7;14;15
1446,11;18
1447,7;8
1448,5;15
1449,1;2;16
1450,3;2;5
1451,5
1452,1;4;6
1453,11;14;18
1454,1;14;18
1455,5;7
1456,9;14;16
1457,11;18
1458,1;16;18
1459,18
1460,4;7;15
1461,2;7;9
1462,5;7;15
1463,7
1464,1;11;14
1465,5;7;8
1466,2;5;8
1467,6;11;14
1468,7;13;15
1469,3;1;2002
1470,5
1471,5;7;9
1472,5;9;15
1473,5
1474,3;1;2002
1475,2;5;9
1476,7;9;14
1477,1;2;4
1478,1;6;18
1479,1;2;5
1480,1;11;18
1481,5;15
1482,5;15
1483,1;16;18
1484,1;18
1485,14;18
1486,6;7;14
1487,5;15
1488,5;7;15
1489,11;14
1490,7;14;18
1491,5;7;9
1492,1;6;18
1493,6;7
1494,3;5;7
1495,7;15;18
1496,5;7;8
1497,7;9;11
1498,11;14;18
1499,2;4;7
1500,7
1501,3;2;5
1502,5;7
1503,6;7;15
1504,6;7;14
1505,7;17
1506,7;12;15
1507,5
1508,1;9;18
1509,1;5;6
1510,7;9;11
1511,5;7;12
1512,4;6;7
1513,11;14;18
1514,2;5;6
1515,11;14
1516,5;7
1517,4;7;12
1518,7;9;11
1519,3;2;5
1520,1;6;7
1521,5
1522,11;14;16
1523,6;11
1524,4;5;6
1525,4;7;10
1526,7;14;18
1527,5;15
1528,2;7;8
1529,1;2;8
1530,11;14;18
1531,1;18
1532,4;7;12
1533,6;7
1534,5;17
1535,5;7;15
1536,7
1537,1;6;9
1538,5;15
1539,1;11;16
1540,1;6;7
1541,3;1;16
1542,5;7;9
1543,3;1;2002
1544,1;2;9
1545,2;11;18
1546,5;15
1547,5;9;15
1548,5;19
1549,3;1;2002
1550,1;2;7
1551,7;14;18
1552,1;2;7
1553,5;7
1554,1;5
1555,5;6;15
1556,7;14;18
1557,11
1558,7;15
1559,1;6;7
1560,1;2;5
1561,5;15
1562,1;2;9
1563,5;7;15
1564,1;6;7
1565,3;2;5
1566,4;7;15
1567,1;6;7
1568,7;11;14
1569,1;5;9
1570,5;15
1571,5;15
1572,5;7
1573,5;9;11
1574,6;7;18
1575,5;6;7
1576,7;14;16
1577,5
1578,7;15
1579,5;6;15
1580,2;4;5
1581,4;5;6
1582,2;5;7
1583,6;7
1584,5;7
1585,5;9;11
1586,5;7;15
1587,6;7;14
1588,11;18
1589,5;7
1590,7;18
1591,1;6;18
1592,3;2;8
1593,5;7
1594,1;2;6
1595,7
1596,5;8
1597,7;15
1598,6;14;18
1599,5;7
1600,7
1601,1;2;16
1602,11;14;18
1603,1;5;9
1604,7;18
1605,14;18
1606,1;2;5
1607,6;7;18
1608,5;7;15
1609,2;8;9
1610,2;8;9
1611,3;1;2002
1612,1;2;18
1613,4;7
1614,2;8;9
1615,5
1616,1;5;6
1617,7;15
1618,3;2;5
1619,1;2;16
1620,1;2;7
1621,3;2;5
1622,7;15
1623,11;14;18
1624,1;5;6
1625,1;5;6
1626,11;18
1627,5;7;15
1628,7;14
1629,2;8;9
1630,1;2;9
1631,3;2;5
1632,1;7;10
1633,3;2;5
1634,7;12;13
1635,1;16
1636,1;6;7
1637,5;11
1638,7;20
1639,1;4;7
1640,5;7;8
1641,4;7;10
1642,2;7;14
1643,1;9;11
1644,1;2;18
1645,5;11
1646,1;2;8
1647,1;2;7
1648,5;7
1649,4;7;15
1650,1;7;8
1651,1;2;9
1652,5;16
1653,3;1;5
1654,7;18
1655,1;6;7
1656,7;15;16
1657,5;7;15
1658,4;7
1659,1;6;7
1660,1;2;7
1661,5;15
1662,7;15
1663,5;6;7
1664,5;7;15
1665,5;15
1666,7;9;11
1667,1;18
1668,1;2;8
1669,5;6;15
1670,1;6;18
1671,1;2;9
1672,1;18
1673,7;14
1674,6;11;14
1675,2;7;10
1676,1;6;7
1677,1;11;16
1678,7
1679,1;5;6
1680,11;14;18
1681,4;7;12
1682,11;18
1683,6;7;11
1684,1;18
1685,6;7;14
1686,6;11;14
1687,2;7;15
1688,2;5;7
1689,1;6;7
1690,5;12
1691,3;2;7
1692,7;14;15
1693,1;2;5
1694,5;7;15
1695,7;15;16
1696,5
1697,6;7;18
1698,5;7;15
1699,5;15
1700,7;14;18
1701,5;15
1702,5;7;15
1703,5;7
1704,6;11;18
1705,5;8;9
1706,1;6;7
1707,2;5;8
1708,1;5;15
1709,5;7;15
1710,5;8
1711,7;9;11
1712,9;11;14
1713,7;15
1714,1;7;15
1715,6;7;14
1716,7;12;15
1717,6;7;18
1718,6;7;18
1719,7;18
1720,1;5;15
1721,5;7
1722,7;15
1723,6;7
1724,5;9;11
1725,4;7;8
1726,2;7;18
1727,5;7
1728,1;4;7
1729,1;2;7
1730,7;15
1731,1;16;18
1732,5;7;15
1733,1;6;7
1734,5;15
1735,7;9;11
1736,1;6;18
1737,1;5;6
1738,1;5;8
1739,3;1;2002
1740,5;8;9
1741,5;7;15
1742,2;7;15
1743,7
1744,1;7;18
1745,5;7;15
1746,5;15
1747,11;14;16
1748,7;9;15
1749,1;7;11
1750,5;7
1751,11;14
1752,5;7;8
1753,5;7
1754,5;7;15
1755,5;7;12
1756,5;7;15
1757,2;7;11
1758,7;15
1759,5;15
1760,1;7;9
1761,5;7;15
1762,2;5;7
1763,11;14;18
1764,1;5;6
1765,1;7;18
1766,7;9;15
1767,6;7;18
1768,1;5
1769,6;7;18
1770,11;14;18
1771,7
1772,1;16;18
1773,5;7;15
1774,7
1775,1;5;6
1776,7;15
1777,7
1778,2;9;11
1779,5;15
1780,7
1781,7;18
1782,7;18
1783,7;12;15
1784,5;11
1785,1;2;7
1786,5;7;15
1787,11;14;18
1788,4;6;7
1789,4;7;18
1790,11
1791,5;8
1792,7;11;18
1793,15
1794,7;12
1795,3;2;5
1796,9;11;18
1797,7;18
1798,7;15
1799,5;6;18
1800,5;7;15
1801,1;14;16
1802,7
1803,11;14;16
1804,3;2;5
1805,1;7
1806,2;8;9
1807,4;7;17
1808,5;15
1809,5;11;14
1810,1;7;16
1811,5;7;15
1812,7;14;15
1813,3;2;5
1814,4;5;7
1815,7
1816,6;7;14
1817,5;15
1818,11;14;18
1819,1;2;16
1820,1;2;18
1821,1;2;5
1822,5;15
1823,7;11;18
